dttm,value
2017-10-05 00:35:05,259
2017-10-05 00:35:35,258
2017-10-05 00:36:05,258
2017-10-05 00:36:35,258
2017-10-05 00:37:05,258
2017-10-05 00:37:36,256
2017-10-05 00:38:06,257
2017-10-05 00:38:36,258
2017-10-05 00:39:06,253
2017-10-05 00:39:36,254
2017-10-05 00:40:06,253
2017-10-05 00:40:36,253
2017-10-05 00:41:06,253
2017-10-05 00:41:36,253
2017-10-05 00:42:06,253
2017-10-05 00:42:36,253
2017-10-05 00:43:06,253
2017-10-05 00:43:36,253
2017-10-05 00:44:06,253
2017-10-05 00:44:36,254
2017-10-05 00:45:06,255
2017-10-05 00:45:36,254
2017-10-05 00:46:06,254
2017-10-05 00:46:36,254
2017-10-05 00:47:06,254
2017-10-05 00:47:36,254
2017-10-05 00:48:07,254
2017-10-05 00:48:37,254
2017-10-05 00:49:07,254
2017-10-05 00:49:37,253
2017-10-05 00:50:07,253
2017-10-05 00:50:37,254
2017-10-05 00:51:07,253
2017-10-05 00:51:37,253
2017-10-05 00:52:07,254
2017-10-05 00:52:37,254
2017-10-05 00:53:07,258
2017-10-05 00:53:37,259
2017-10-05 00:54:07,254
2017-10-05 00:54:37,254
2017-10-05 00:55:07,254
2017-10-05 00:55:37,254
2017-10-05 00:56:07,254
2017-10-05 00:56:37,254
2017-10-05 00:57:07,253
2017-10-05 00:57:37,253
2017-10-05 00:58:07,253
2017-10-05 00:58:37,254
2017-10-05 00:59:08,255
2017-10-05 00:59:38,253
2017-10-05 01:00:08,255
2017-10-05 01:00:38,254
2017-10-05 01:01:08,254
2017-10-05 01:01:38,254
2017-10-05 01:02:08,254
2017-10-05 01:02:38,254
2017-10-05 01:03:08,254
2017-10-05 01:03:38,254
2017-10-05 01:04:08,253
2017-10-05 01:04:38,254
2017-10-05 01:05:08,257
2017-10-05 01:05:38,254
2017-10-05 01:06:08,254
2017-10-05 01:06:38,254
2017-10-05 01:07:08,254
2017-10-05 01:07:38,254
2017-10-05 01:08:08,257
2017-10-05 01:08:38,257
2017-10-05 01:09:08,257
2017-10-05 01:09:39,253
2017-10-05 01:10:09,253
2017-10-05 01:10:39,253
2017-10-05 01:11:09,253
2017-10-05 01:11:39,253
2017-10-05 01:12:09,253
2017-10-05 01:12:39,253
2017-10-05 01:13:09,254
2017-10-05 01:13:39,254
2017-10-05 01:14:09,254
2017-10-05 01:14:39,254
2017-10-05 01:15:09,254
2017-10-05 01:15:39,254
2017-10-05 01:16:09,254
2017-10-05 01:16:39,256
2017-10-05 01:17:09,257
2017-10-05 01:17:39,257
2017-10-05 01:18:09,256
2017-10-05 01:18:39,256
2017-10-05 01:19:09,255
2017-10-05 01:19:39,261
2017-10-05 01:20:10,256
2017-10-05 01:20:40,256
2017-10-05 01:21:10,257
2017-10-05 01:21:40,257
2017-10-05 01:22:10,257
2017-10-05 01:22:40,256
2017-10-05 01:23:10,260
2017-10-05 01:23:40,256
2017-10-05 01:24:10,257
2017-10-05 01:24:40,256
2017-10-05 01:25:10,255
2017-10-05 01:25:40,257
2017-10-05 01:26:10,257
2017-10-05 01:26:40,256
2017-10-05 01:27:10,256
2017-10-05 01:27:40,257
2017-10-05 01:28:10,256
2017-10-05 01:28:40,257
2017-10-05 01:29:10,257
2017-10-05 01:29:40,256
2017-10-05 01:30:10,256
2017-10-05 01:30:40,255
2017-10-05 01:31:11,255
2017-10-05 01:31:41,257
2017-10-05 01:32:11,254
2017-10-05 01:32:41,257
2017-10-05 01:33:11,254
2017-10-05 01:33:41,255
2017-10-05 01:34:11,256
2017-10-05 01:34:41,255
2017-10-05 01:35:11,256
2017-10-05 01:35:41,255
2017-10-05 01:36:11,254
2017-10-05 01:36:41,256
2017-10-05 01:37:11,255
2017-10-05 01:37:41,256
2017-10-05 01:38:11,257
2017-10-05 01:38:41,254
2017-10-05 01:39:11,253
2017-10-05 01:39:41,253
2017-10-05 01:40:11,253
2017-10-05 01:40:41,253
2017-10-05 01:41:11,253
2017-10-05 01:41:41,253
2017-10-05 01:42:12,253
2017-10-05 01:42:42,253
2017-10-05 01:43:12,253
2017-10-05 01:43:42,253
2017-10-05 01:44:12,253
2017-10-05 01:44:42,253
2017-10-05 01:45:12,253
2017-10-05 01:45:42,253
2017-10-05 01:46:12,253
2017-10-05 01:46:42,253
2017-10-05 01:47:12,253
2017-10-05 01:47:42,253
2017-10-05 01:48:12,253
2017-10-05 01:48:42,253
2017-10-05 01:49:12,253
2017-10-05 01:49:42,253
2017-10-05 01:50:12,253
2017-10-05 01:50:42,253
2017-10-05 01:51:12,253
2017-10-05 01:51:42,253
2017-10-05 01:52:12,253
2017-10-05 01:52:43,256
2017-10-05 01:53:13,256
2017-10-05 01:53:43,253
2017-10-05 01:54:13,253
2017-10-05 01:54:43,253
2017-10-05 01:55:13,253
2017-10-05 01:55:43,253
2017-10-05 01:56:13,253
2017-10-05 01:56:43,254
2017-10-05 01:57:13,254
2017-10-05 01:57:43,254
2017-10-05 01:58:13,255
2017-10-05 01:58:43,254
2017-10-05 01:59:13,254
2017-10-05 01:59:43,253
2017-10-05 02:00:13,255
2017-10-05 02:00:43,254
2017-10-05 02:01:13,254
2017-10-05 02:01:43,253
2017-10-05 02:02:13,254
2017-10-05 02:02:43,253
2017-10-05 02:03:14,253
2017-10-05 02:03:44,253
2017-10-05 02:04:14,254
2017-10-05 02:04:44,253
2017-10-05 02:05:14,253
2017-10-05 02:05:44,253
2017-10-05 02:06:14,254
2017-10-05 02:06:44,253
2017-10-05 02:07:14,254
2017-10-05 02:07:44,257
2017-10-05 02:08:14,257
2017-10-05 02:08:44,254
2017-10-05 02:09:14,254
2017-10-05 02:09:44,254
2017-10-05 02:10:14,254
2017-10-05 02:10:44,254
2017-10-05 02:11:14,254
2017-10-05 02:11:44,254
2017-10-05 02:12:14,253
2017-10-05 02:12:44,253
2017-10-05 02:13:14,253
2017-10-05 02:13:44,253
2017-10-05 02:14:15,253
2017-10-05 02:14:45,253
2017-10-05 02:15:15,253
2017-10-05 02:15:45,253
2017-10-05 02:16:15,254
2017-10-05 02:16:45,253
2017-10-05 02:17:15,253
2017-10-05 02:17:45,254
2017-10-05 02:18:15,254
2017-10-05 02:18:45,254
2017-10-05 02:19:15,254
2017-10-05 02:19:45,254
2017-10-05 02:20:15,254
2017-10-05 02:20:45,254
2017-10-05 02:21:15,254
2017-10-05 02:21:45,254
2017-10-05 02:22:15,254
2017-10-05 02:22:45,257
2017-10-05 02:23:15,256
2017-10-05 02:23:45,253
2017-10-05 02:24:15,254
2017-10-05 02:24:46,255
2017-10-05 02:25:16,254
2017-10-05 02:25:46,254
2017-10-05 02:26:16,254
2017-10-05 02:26:46,254
2017-10-05 02:27:16,255
2017-10-05 02:27:46,254
2017-10-05 02:28:16,254
2017-10-05 02:28:46,254
2017-10-05 02:29:16,253
2017-10-05 02:29:46,253
2017-10-05 02:30:16,256
2017-10-05 02:30:46,257
2017-10-05 02:31:16,256
2017-10-05 02:31:46,256
2017-10-05 02:32:16,256
2017-10-05 02:32:46,256
2017-10-05 02:33:16,256
2017-10-05 02:33:46,256
2017-10-05 02:34:16,256
2017-10-05 02:34:46,256
2017-10-05 02:35:16,254
2017-10-05 02:35:47,254
2017-10-05 02:36:17,253
2017-10-05 02:36:47,254
2017-10-05 02:37:17,254
2017-10-05 02:37:47,257
2017-10-05 02:38:17,257
2017-10-05 02:38:47,257
2017-10-05 02:39:17,254
2017-10-05 02:39:47,254
2017-10-05 02:40:17,254
2017-10-05 02:40:47,254
2017-10-05 02:41:17,254
2017-10-05 02:41:47,254
2017-10-05 02:42:17,253
2017-10-05 02:42:47,254
2017-10-05 02:43:17,253
2017-10-05 02:43:47,255
2017-10-05 02:44:17,255
2017-10-05 02:44:47,256
2017-10-05 02:45:17,255
2017-10-05 02:45:47,255
2017-10-05 02:46:18,255
2017-10-05 02:46:48,255
2017-10-05 02:47:18,256
2017-10-05 02:47:48,256
2017-10-05 02:48:18,257
2017-10-05 02:48:48,256
2017-10-05 02:49:18,257
2017-10-05 02:49:48,257
2017-10-05 02:50:18,257
2017-10-05 02:50:48,256
2017-10-05 02:51:18,258
2017-10-05 02:51:48,262
2017-10-05 02:52:18,256
2017-10-05 02:52:48,258
2017-10-05 02:53:18,256
2017-10-05 02:53:48,255
2017-10-05 02:54:18,255
2017-10-05 02:54:48,257
2017-10-05 02:55:18,256
2017-10-05 02:55:48,255
2017-10-05 02:56:18,255
2017-10-05 02:56:48,255
2017-10-05 02:57:19,256
2017-10-05 02:57:49,255
2017-10-05 02:58:19,255
2017-10-05 02:58:49,255
2017-10-05 02:59:19,255
2017-10-05 02:59:49,254
2017-10-05 03:00:19,256
2017-10-05 03:00:49,255
2017-10-05 03:01:19,255
2017-10-05 03:01:49,254
2017-10-05 03:02:19,253
2017-10-05 03:02:49,253
2017-10-05 03:03:19,254
2017-10-05 03:03:49,254
2017-10-05 03:04:19,255
2017-10-05 03:04:49,253
2017-10-05 03:05:19,253
2017-10-05 03:05:49,253
2017-10-05 03:06:19,253
2017-10-05 03:06:49,253
2017-10-05 03:07:19,253
2017-10-05 03:07:50,256
2017-10-05 03:08:20,256
2017-10-05 03:08:50,253
2017-10-05 03:09:20,253
2017-10-05 03:09:50,253
2017-10-05 03:10:20,253
2017-10-05 03:10:50,253
2017-10-05 03:11:20,253
2017-10-05 03:11:50,253
2017-10-05 03:12:20,253
2017-10-05 03:12:50,253
2017-10-05 03:13:20,253
2017-10-05 03:13:50,253
2017-10-05 03:14:20,253
2017-10-05 03:14:50,253
2017-10-05 03:15:20,253
2017-10-05 03:15:50,253
2017-10-05 03:16:20,253
2017-10-05 03:16:50,253
2017-10-05 03:17:20,253
2017-10-05 03:17:50,253
2017-10-05 03:18:21,253
2017-10-05 03:18:51,253
2017-10-05 03:19:21,253
2017-10-05 03:19:51,253
2017-10-05 03:20:21,254
2017-10-05 03:20:51,253
2017-10-05 03:21:21,253
2017-10-05 03:21:51,253
2017-10-05 03:22:21,253
2017-10-05 03:22:51,256
2017-10-05 03:23:21,253
2017-10-05 03:23:51,253
2017-10-05 03:24:21,253
2017-10-05 03:24:51,253
2017-10-05 03:25:21,253
2017-10-05 03:25:51,253
2017-10-05 03:26:21,254
2017-10-05 03:26:51,254
2017-10-05 03:27:21,254
2017-10-05 03:27:51,254
2017-10-05 03:28:21,254
2017-10-05 03:28:51,254
2017-10-05 03:29:22,254
2017-10-05 03:29:52,255
2017-10-05 03:30:22,254
2017-10-05 03:30:52,254
2017-10-05 03:31:22,253
2017-10-05 03:31:52,254
2017-10-05 03:32:22,253
2017-10-05 03:32:52,253
2017-10-05 03:33:22,253
2017-10-05 03:33:52,253
2017-10-05 03:34:22,253
2017-10-05 03:34:52,253
2017-10-05 03:35:22,253
2017-10-05 03:35:52,255
2017-10-05 03:36:22,253
2017-10-05 03:36:52,253
2017-10-05 03:37:22,254
2017-10-05 03:37:52,260
2017-10-05 03:38:22,254
2017-10-05 03:38:52,254
2017-10-05 03:39:22,254
2017-10-05 03:39:53,254
2017-10-05 03:40:23,254
2017-10-05 03:40:53,254
2017-10-05 03:41:23,254
2017-10-05 03:41:53,255
2017-10-05 03:42:23,253
2017-10-05 03:42:53,253
2017-10-05 03:43:23,253
2017-10-05 03:43:53,253
2017-10-05 03:44:23,253
2017-10-05 03:44:53,253
2017-10-05 03:45:23,253
2017-10-05 03:45:53,253
2017-10-05 03:46:23,253
2017-10-05 03:46:53,253
2017-10-05 03:47:23,253
2017-10-05 03:47:53,253
2017-10-05 03:48:23,253
2017-10-05 03:48:53,253
2017-10-05 03:49:23,253
2017-10-05 03:49:53,253
2017-10-05 03:50:23,253
2017-10-05 03:50:54,253
2017-10-05 03:51:24,253
2017-10-05 03:51:54,253
2017-10-05 03:52:24,253
2017-10-05 03:52:54,253
2017-10-05 03:53:24,256
2017-10-05 03:53:54,254
2017-10-05 03:54:24,254
2017-10-05 03:54:54,254
2017-10-05 03:55:24,254
2017-10-05 03:55:54,254
2017-10-05 03:56:24,254
2017-10-05 03:56:54,254
2017-10-05 03:57:24,254
2017-10-05 03:57:54,254
2017-10-05 03:58:24,255
2017-10-05 03:58:54,253
2017-10-05 03:59:24,253
2017-10-05 03:59:54,252
2017-10-05 04:00:24,254
2017-10-05 04:00:54,253
2017-10-05 04:01:25,253
2017-10-05 04:01:55,253
2017-10-05 04:02:25,258
2017-10-05 04:02:55,258
2017-10-05 04:03:25,258
2017-10-05 04:03:55,258
2017-10-05 04:04:25,258
2017-10-05 04:04:55,258
2017-10-05 04:05:25,258
2017-10-05 04:05:55,258
2017-10-05 04:06:25,258
2017-10-05 04:06:55,258
2017-10-05 04:07:25,258
2017-10-05 04:07:55,258
2017-10-05 04:08:25,262
2017-10-05 04:08:55,258
2017-10-05 04:09:25,258
2017-10-05 04:09:55,261
2017-10-05 04:10:25,261
2017-10-05 04:10:55,261
2017-10-05 04:11:25,260
2017-10-05 04:11:55,260
2017-10-05 04:12:26,260
2017-10-05 04:12:56,261
2017-10-05 04:13:26,260
2017-10-05 04:13:56,256
2017-10-05 04:14:26,255
2017-10-05 04:14:56,256
2017-10-05 04:15:26,256
2017-10-05 04:15:56,255
2017-10-05 04:16:26,255
2017-10-05 04:16:56,255
2017-10-05 04:17:26,256
2017-10-05 04:17:56,256
2017-10-05 04:18:26,255
2017-10-05 04:18:56,255
2017-10-05 04:19:26,255
2017-10-05 04:19:56,255
2017-10-05 04:20:26,255
2017-10-05 04:20:56,256
2017-10-05 04:21:26,255
2017-10-05 04:21:56,256
2017-10-05 04:22:26,255
2017-10-05 04:22:57,255
2017-10-05 04:23:27,258
2017-10-05 04:23:57,255
2017-10-05 04:24:27,255
2017-10-05 04:24:57,255
2017-10-05 04:25:27,255
2017-10-05 04:25:57,255
2017-10-05 04:26:27,254
2017-10-05 04:26:57,255
2017-10-05 04:27:27,255
2017-10-05 04:27:57,255
2017-10-05 04:28:27,253
2017-10-05 04:28:57,254
2017-10-05 04:29:27,254
2017-10-05 04:29:57,254
2017-10-05 04:30:27,254
2017-10-05 04:30:57,253
2017-10-05 04:31:27,254
2017-10-05 04:31:57,253
2017-10-05 04:32:27,253
2017-10-05 04:32:57,253
2017-10-05 04:33:28,253
2017-10-05 04:33:58,253
2017-10-05 04:34:28,254
2017-10-05 04:34:58,253
2017-10-05 04:35:28,253
2017-10-05 04:35:58,253
2017-10-05 04:36:28,253
2017-10-05 04:36:58,253
2017-10-05 04:37:28,253
2017-10-05 04:37:58,253
2017-10-05 04:38:28,256
2017-10-05 04:38:58,253
2017-10-05 04:39:28,253
2017-10-05 04:39:58,253
2017-10-05 04:40:28,253
2017-10-05 04:40:58,253
2017-10-05 04:41:28,253
2017-10-05 04:41:58,253
2017-10-05 04:42:28,253
2017-10-05 04:42:58,253
2017-10-05 04:43:28,253
2017-10-05 04:43:59,253
2017-10-05 04:44:29,253
2017-10-05 04:44:59,253
2017-10-05 04:45:29,253
2017-10-05 04:45:59,253
2017-10-05 04:46:29,254
2017-10-05 04:46:59,255
2017-10-05 04:47:29,253
2017-10-05 04:47:59,253
2017-10-05 04:48:29,253
2017-10-05 04:48:59,253
2017-10-05 04:49:29,253
2017-10-05 04:49:59,253
2017-10-05 04:50:29,253
2017-10-05 04:50:59,253
2017-10-05 04:51:29,253
2017-10-05 04:51:59,253
2017-10-05 04:52:29,253
2017-10-05 04:52:59,254
2017-10-05 04:53:29,256
2017-10-05 04:53:59,253
2017-10-05 04:54:29,253
2017-10-05 04:55:00,253
2017-10-05 04:55:30,253
2017-10-05 04:56:00,253
2017-10-05 04:56:30,253
2017-10-05 04:57:00,253
2017-10-05 04:57:30,253
2017-10-05 04:58:00,253
2017-10-05 04:58:30,253
2017-10-05 04:59:00,254
2017-10-05 04:59:30,253
2017-10-05 05:00:00,254
2017-10-05 05:00:30,254
2017-10-05 05:01:00,254
2017-10-05 05:01:30,254
2017-10-05 05:02:00,254
2017-10-05 05:02:30,254
2017-10-05 05:03:00,254
2017-10-05 05:03:30,254
2017-10-05 05:04:00,254
2017-10-05 05:04:30,253
2017-10-05 05:05:00,254
2017-10-05 05:05:31,254
2017-10-05 05:06:01,254
2017-10-05 05:06:31,254
2017-10-05 05:07:01,254
2017-10-05 05:07:31,254
2017-10-05 05:08:01,256
2017-10-05 05:08:31,254
2017-10-05 05:09:01,254
2017-10-05 05:09:31,254
2017-10-05 05:10:01,256
2017-10-05 05:10:31,253
2017-10-05 05:11:01,253
2017-10-05 05:11:31,253
2017-10-05 05:12:01,253
2017-10-05 05:12:31,253
2017-10-05 05:13:01,253
2017-10-05 05:13:31,253
2017-10-05 05:14:01,253
2017-10-05 05:14:31,253
2017-10-05 05:15:01,257
2017-10-05 05:15:31,253
2017-10-05 05:16:01,253
2017-10-05 05:16:32,253
2017-10-05 05:17:02,253
2017-10-05 05:17:32,255
2017-10-05 05:18:02,254
2017-10-05 05:18:32,254
2017-10-05 05:19:02,254
2017-10-05 05:19:32,254
2017-10-05 05:20:02,257
2017-10-05 05:20:32,254
2017-10-05 05:21:02,254
2017-10-05 05:21:32,254
2017-10-05 05:22:02,254
2017-10-05 05:22:32,253
2017-10-05 05:23:02,256
2017-10-05 05:23:32,253
2017-10-05 05:24:02,253
2017-10-05 05:24:32,253
2017-10-05 05:25:02,253
2017-10-05 05:25:32,255
2017-10-05 05:26:02,254
2017-10-05 05:26:32,254
2017-10-05 05:27:02,254
2017-10-05 05:27:33,254
2017-10-05 05:28:03,254
2017-10-05 05:28:33,255
2017-10-05 05:29:03,254
2017-10-05 05:29:33,254
2017-10-05 05:30:03,254
2017-10-05 05:30:33,253
2017-10-05 05:31:03,253
2017-10-05 05:31:33,254
2017-10-05 05:32:03,253
2017-10-05 05:32:33,253
2017-10-05 05:33:03,253
2017-10-05 05:33:33,253
2017-10-05 05:34:03,253
2017-10-05 05:34:33,253
2017-10-05 05:35:03,253
2017-10-05 05:35:33,253
2017-10-05 05:36:03,253
2017-10-05 05:36:33,253
2017-10-05 05:37:03,256
2017-10-05 05:37:33,257
2017-10-05 05:38:04,259
2017-10-05 05:38:34,256
2017-10-05 05:39:04,255
2017-10-05 05:39:34,255
2017-10-05 05:40:04,256
2017-10-05 05:40:34,255
2017-10-05 05:41:04,255
2017-10-05 05:41:34,256
2017-10-05 05:42:04,255
2017-10-05 05:42:34,256
2017-10-05 05:43:04,255
2017-10-05 05:43:34,256
2017-10-05 05:44:04,255
2017-10-05 05:44:34,256
2017-10-05 05:45:04,256
2017-10-05 05:45:34,256
2017-10-05 05:46:04,257
2017-10-05 05:46:34,256
2017-10-05 05:47:04,257
2017-10-05 05:47:34,256
2017-10-05 05:48:04,256
2017-10-05 05:48:34,256
2017-10-05 05:49:05,257
2017-10-05 05:49:35,257
2017-10-05 05:50:05,256
2017-10-05 05:50:35,258
2017-10-05 05:51:05,256
2017-10-05 05:51:35,256
2017-10-05 05:52:05,256
2017-10-05 05:52:35,256
2017-10-05 05:53:05,259
2017-10-05 05:53:35,259
2017-10-05 05:54:05,256
2017-10-05 05:54:35,255
2017-10-05 05:55:05,255
2017-10-05 05:55:35,254
2017-10-05 05:56:05,255
2017-10-05 05:56:35,254
2017-10-05 05:57:05,255
2017-10-05 05:57:35,255
2017-10-05 05:58:05,255
2017-10-05 05:58:35,256
2017-10-05 05:59:05,254
2017-10-05 05:59:36,253
2017-10-05 06:00:06,255
2017-10-05 06:00:36,255
2017-10-05 06:01:06,261
2017-10-05 06:01:36,254
2017-10-05 06:02:06,254
2017-10-05 06:02:36,253
2017-10-05 06:03:06,254
2017-10-05 06:03:36,255
2017-10-05 06:04:06,254
2017-10-05 06:04:36,254
2017-10-05 06:05:06,254
2017-10-05 06:05:36,254
2017-10-05 06:06:06,254
2017-10-05 06:06:36,254
2017-10-05 06:07:06,254
2017-10-05 06:07:36,254
2017-10-05 06:08:06,256
2017-10-05 06:08:36,253
2017-10-05 06:09:06,254
2017-10-05 06:09:36,254
2017-10-05 06:10:07,255
2017-10-05 06:10:37,254
2017-10-05 06:11:07,254
2017-10-05 06:11:37,255
2017-10-05 06:12:07,255
2017-10-05 06:12:37,254
2017-10-05 06:13:07,254
2017-10-05 06:13:37,254
2017-10-05 06:14:07,253
2017-10-05 06:14:37,253
2017-10-05 06:15:07,253
2017-10-05 06:15:37,253
2017-10-05 06:16:07,254
2017-10-05 06:16:37,253
2017-10-05 06:17:07,253
2017-10-05 06:17:37,253
2017-10-05 06:18:07,253
2017-10-05 06:18:37,253
2017-10-05 06:19:07,253
2017-10-05 06:19:37,253
2017-10-05 06:20:07,254
2017-10-05 06:20:37,254
2017-10-05 06:21:08,254
2017-10-05 06:21:38,254
2017-10-05 06:22:08,255
2017-10-05 06:22:38,254
2017-10-05 06:23:08,257
2017-10-05 06:23:38,258
2017-10-05 06:24:08,254
2017-10-05 06:24:38,254
2017-10-05 06:25:08,253
2017-10-05 06:25:38,253
2017-10-05 06:26:08,253
2017-10-05 06:26:38,253
2017-10-05 06:27:08,253
2017-10-05 06:27:38,253
2017-10-05 06:28:08,253
2017-10-05 06:28:38,253
2017-10-05 06:29:08,253
2017-10-05 06:29:38,253
2017-10-05 06:30:08,253
2017-10-05 06:30:38,253
2017-10-05 06:31:08,253
2017-10-05 06:31:39,253
2017-10-05 06:32:09,253
2017-10-05 06:32:39,253
2017-10-05 06:33:09,253
2017-10-05 06:33:39,253
2017-10-05 06:34:09,253
2017-10-05 06:34:39,254
2017-10-05 06:35:09,254
2017-10-05 06:35:39,254
2017-10-05 06:36:09,254
2017-10-05 06:36:39,255
2017-10-05 06:37:09,254
2017-10-05 06:37:39,254
2017-10-05 06:38:09,257
2017-10-05 06:38:39,254
2017-10-05 06:39:09,254
2017-10-05 06:39:39,253
2017-10-05 06:40:09,253
2017-10-05 06:40:39,253
2017-10-05 06:41:09,253
2017-10-05 06:41:39,253
2017-10-05 06:42:09,253
2017-10-05 06:42:40,253
2017-10-05 06:43:10,253
2017-10-05 06:43:40,253
2017-10-05 06:44:10,253
2017-10-05 06:44:40,253
2017-10-05 06:45:10,254
2017-10-05 06:45:40,254
2017-10-05 06:46:10,254
2017-10-05 06:46:40,254
2017-10-05 06:47:10,255
2017-10-05 06:47:40,254
2017-10-05 06:48:10,254
2017-10-05 06:48:40,254
2017-10-05 06:49:10,254
2017-10-05 06:49:40,254
2017-10-05 06:50:10,253
2017-10-05 06:50:40,253
2017-10-05 06:51:10,253
2017-10-05 06:51:40,253
2017-10-05 06:52:10,254
2017-10-05 06:52:40,254
2017-10-05 06:53:11,257
2017-10-05 06:53:41,259
2017-10-05 06:54:11,254
2017-10-05 06:54:41,255
2017-10-05 06:55:11,254
2017-10-05 06:55:41,254
2017-10-05 06:56:11,254
2017-10-05 06:56:41,254
2017-10-05 06:57:11,254
2017-10-05 06:57:41,254
2017-10-05 06:58:11,254
2017-10-05 06:58:41,254
2017-10-05 06:59:11,254
2017-10-05 06:59:41,253
2017-10-05 07:00:11,255
2017-10-05 07:00:41,255
2017-10-05 07:01:11,254
2017-10-05 07:01:41,254
2017-10-05 07:02:11,253
2017-10-05 07:02:41,253
2017-10-05 07:03:11,253
2017-10-05 07:03:42,253
2017-10-05 07:04:12,253
2017-10-05 07:04:42,256
2017-10-05 07:05:12,255
2017-10-05 07:05:42,256
2017-10-05 07:06:12,255
2017-10-05 07:06:42,255
2017-10-05 07:07:12,256
2017-10-05 07:07:42,255
2017-10-05 07:08:12,259
2017-10-05 07:08:42,255
2017-10-05 07:09:12,255
2017-10-05 07:09:42,256
2017-10-05 07:10:12,256
2017-10-05 07:10:42,257
2017-10-05 07:11:12,257
2017-10-05 07:11:42,257
2017-10-05 07:12:12,256
2017-10-05 07:12:42,256
2017-10-05 07:13:12,256
2017-10-05 07:13:42,257
2017-10-05 07:14:12,256
2017-10-05 07:14:43,256
2017-10-05 07:15:13,255
2017-10-05 07:15:43,256
2017-10-05 07:16:13,256
2017-10-05 07:16:43,256
2017-10-05 07:17:13,256
2017-10-05 07:17:43,256
2017-10-05 07:18:13,256
2017-10-05 07:18:43,256
2017-10-05 07:19:13,256
2017-10-05 07:19:43,257
2017-10-05 07:20:13,256
2017-10-05 07:20:43,255
2017-10-05 07:21:13,255
2017-10-05 07:21:43,255
2017-10-05 07:22:13,253
2017-10-05 07:22:43,258
2017-10-05 07:23:13,257
2017-10-05 07:23:43,253
2017-10-05 07:24:13,254
2017-10-05 07:24:43,253
2017-10-05 07:25:14,253
2017-10-05 07:25:44,253
2017-10-05 07:26:14,254
2017-10-05 07:26:44,253
2017-10-05 07:27:14,253
2017-10-05 07:27:44,253
2017-10-05 07:28:14,253
2017-10-05 07:28:44,253
2017-10-05 07:29:14,253
2017-10-05 07:29:44,253
2017-10-05 07:30:14,254
2017-10-05 07:30:44,253
2017-10-05 07:31:14,253
2017-10-05 07:31:44,253
2017-10-05 07:32:14,254
2017-10-05 07:32:44,254
2017-10-05 07:33:14,255
2017-10-05 07:33:44,254
2017-10-05 07:34:14,254
2017-10-05 07:34:44,254
2017-10-05 07:35:14,254
2017-10-05 07:35:44,255
2017-10-05 07:36:15,254
2017-10-05 07:36:45,255
2017-10-05 07:37:15,254
2017-10-05 07:37:45,261
2017-10-05 07:38:15,259
2017-10-05 07:38:45,253
2017-10-05 07:39:15,254
2017-10-05 07:39:45,253
2017-10-05 07:40:15,253
2017-10-05 07:40:45,254
2017-10-05 07:41:15,254
2017-10-05 07:41:45,253
2017-10-05 07:42:15,253
2017-10-05 07:42:45,253
2017-10-05 07:43:15,253
2017-10-05 07:43:45,253
2017-10-05 07:44:15,253
2017-10-05 07:44:45,253
2017-10-05 07:45:15,254
2017-10-05 07:45:45,253
2017-10-05 07:46:15,253
2017-10-05 07:46:45,253
2017-10-05 07:47:16,253
2017-10-05 07:47:46,253
2017-10-05 07:48:16,253
2017-10-05 07:48:46,253
2017-10-05 07:49:16,253
2017-10-05 07:49:46,253
2017-10-05 07:50:16,253
2017-10-05 07:50:46,253
2017-10-05 07:51:16,255
2017-10-05 07:51:46,254
2017-10-05 07:52:16,254
2017-10-05 07:52:46,257
2017-10-05 07:53:16,257
2017-10-05 07:53:46,254
2017-10-05 07:54:16,254
2017-10-05 07:54:46,254
2017-10-05 07:55:16,254
2017-10-05 07:55:46,254
2017-10-05 07:56:16,253
2017-10-05 07:56:46,253
2017-10-05 07:57:16,253
2017-10-05 07:57:47,254
2017-10-05 07:58:17,253
2017-10-05 07:58:47,253
2017-10-05 07:59:17,253
2017-10-05 07:59:47,253
2017-10-05 08:00:17,253
2017-10-05 08:00:47,253
2017-10-05 08:01:17,253
2017-10-05 08:01:47,254
2017-10-05 08:02:17,253
2017-10-05 08:02:47,254
2017-10-05 08:03:17,253
2017-10-05 08:03:47,253
2017-10-05 08:04:17,253
2017-10-05 08:04:47,253
2017-10-05 08:05:17,253
2017-10-05 08:05:47,253
2017-10-05 08:06:17,254
2017-10-05 08:06:47,257
2017-10-05 08:07:17,253
2017-10-05 08:07:47,259
2017-10-05 08:08:18,256
2017-10-05 08:08:48,254
2017-10-05 08:09:18,253
2017-10-05 08:09:48,253
2017-10-05 08:10:18,253
2017-10-05 08:10:48,253
2017-10-05 08:11:18,253
2017-10-05 08:11:48,253
2017-10-05 08:12:18,253
2017-10-05 08:12:48,253
2017-10-05 08:13:18,253
2017-10-05 08:13:48,253
2017-10-05 08:14:18,253
2017-10-05 08:14:48,254
2017-10-05 08:15:18,253
2017-10-05 08:15:48,254
2017-10-05 08:16:18,254
2017-10-05 08:16:48,255
2017-10-05 08:17:18,254
2017-10-05 08:17:48,254
2017-10-05 08:18:18,254
2017-10-05 08:18:48,254
2017-10-05 08:19:19,254
2017-10-05 08:19:49,254
2017-10-05 08:20:19,254
2017-10-05 08:20:49,253
2017-10-05 08:21:19,253
